BookURI	BookCats	BookID	BookTitle	AuthorID	AuthorNam	EditorID	EditorNam	TranslID	TranslNam	BookRel
1331JurjiZaydan.TarajimMashahir02.Hindawi68475816	history	68475816	تراجم مشاهير الشرق في القرن التاسع عشر (الجزء الثاني)	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhAdabLughaCarabiyya.Hindawi18683951	literary.criticism	18683951	تاريخ آداب اللغة العربية	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhMasuniyya.Hindawi50573515	history	50573515	تاريخ الماسونية العام: منذ نشأتها إلى هذا اليوم	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhMisrHadith.Hindawi29535929	history	29535929	تاريخ مصر الحديث: من الفتح الإسلامي إلى الآن مع فذلكة في تاريخ مصر القديم	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhTamaddunIslami1.Hindawi26382506	history	26382506	تاريخ التمدن الإسلامي (الجزء الأول)	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhTamaddunIslami2.Hindawi18683707	history	18683707	تاريخ التمدن الإسلامي (الجزء الثاني)	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhTamaddunIslami3.Hindawi30690257	history	30690257	تاريخ التمدن الإسلامي (الجزء الثالث)	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhTamaddunIslami4.Hindawi17928316	history	17928316	تاريخ التمدن الإسلامي (الجزء الرابع)	40590249	جُرجي زيدان	None	None	None	None	None
1331JurjiZaydan.TarikhTamaddunIslami5.Hindawi72973614	history	72973614	تاريخ التمدن الإسلامي (الجزء الخامس)	40590249	جُرجي زيدان	None	None	None	None	None
1331RuhiKhalidi.InqilabCuthmani.Hindawi68292919	history	68292919	الانقلاب العثماني وتركيا الفتاة: أصدق تاريخ لأعظم انقلاب	41473619	روحي الخالدي	None	None	None	None	None
1331RuhiKhalidi.KimiyaCindArab.Hindawi58627085	science	58627085	الكيمياء عند العرب	41473619	روحي الخالدي	None	None	None	None	None
1331RuhiKhalidi.TarikhCilmAdab.Hindawi41584975	literature	41584975	تاريخ علم الأدب: عند الإفرنج والعرب وفكتور هوكو	41473619	روحي الخالدي	None	None	None	None	None
1332AhmadFathiZaghlul.JawamicKalam.Hindawi18040419	literature	18040419	جوامع الكلم	41830681	غوستاف لوبون	None	None	40508057	أحمد فتحي زغلول	1349GustaveLeBon.AphorismesDuTemps (TRANSL)
1332AhmadFathiZaghlul.RuhIjtimac.Hindawi94283972	social.sciences	94283972	روح الاجتماع	41830681	غوستاف لوبون	None	None	40508057	أحمد فتحي زغلول	1349GustaveLeBon.PsychologieDesFoules (TRANSL)
1332MahmudSamiBarudi.Diwan.Hindawi41969168	poetry	41969168	ديوان محمود سامي البارودي	84979029	محمود سامي البارودي	None	None	None	None	None
1332ZaynabFawwaz.DurrManthurFiTabaqatRabbatKhudur.Hindawi38039429	biographies :: history	38039429	الدر المنثور في طبقات ربات الخدور	15862507	زينب فواز	None	None	None	None	None
1332ZaynabFawwaz.MalikKurush.Hindawi71361816	novels	71361816	الملك كورش	15862507	زينب فواز	None	None	None	None	None
1332ZaynabFawwaz.RasailZaynabiyya.Hindawi86864915	social.sciences	86864915	الرسائل الزينبية	15862507	زينب فواز	None	None	None	None	None
1334AhmadIbnIbrahimSabuni.TarikhHama.Hindawi20902971	history	20902971	تاريخ حماة	13628248	أحمد بن إبراهيم الصابوني	None	None	None	None	None
1334HasanQandil.FathDarfur.Hindawi52591838	history	52591838	فتح دارفور سنة ١٩١٦م ونبذة من تاريخ سلطانها علي دينار	49375179	حسن قنديل	None	None	None	None	None
1335ShibliShumayyil.Ara.Hindawi85938475	philosophy	85938475	آراء الدكتور شبلي شميل	90709753	شبلي شميل	None	None	None	None	None
1335ShibliShumayyil.Haqiqa.Hindawi91717972	philosophy	91717972	الحقيقة: وهي رسالة تتضمَّن ردودًا لإثبات مذهب دارون في النشوء والارتقاء	90709753	شبلي شميل	None	None	None	None	None
1335ShibliShumayyil.MabahithCilmiyyaWaIjtimaciyya.Hindawi29046147	philosophy	29046147	مباحث علمية واجتماعية	90709753	شبلي شميل	None	None	None	None	None
1335ShibliShumayyil.MasalaKubra.Hindawi42047964	plays	42047964	المأساة الكبرى: رواية تشخيصية في الحرب الحاضرة	90709753	شبلي شميل	None	None	None	None	None
1335ShibliShumayyil.SharkhBukhnirCalaMadhhabDarwin.Hindawi19395750	philosophy	19395750	شرح بخنر على مذهب داروِن	90709753	شبلي شميل	None	None	None	None	None
1336MalakHifniNasif.Nisaiyyat.Hindawi15197275	literature	15197275	النسائيات	84172726	ملك حفني ناصف	None	None	None	None	None
1337MuhammadFarid.TarikhDawlaCuthmaniyya.Hindawi30505147	history	30505147	تاريخ الدولة العلية العثمانية	96026251	محمد فريد	None	None	None	None	None
1337MuhammadFarid.TarikhRumaniyyin.Hindawi69573150	history	69573150	تاريخ الرومانيين	96026251	محمد فريد	None	None	None	None	None
1338TahirJazairi.AshharAmthal.Hindawi92480704	literature	92480704	أشهر الأمثال	70951583	طاهر الجزائري	None	None	None	None	None
1338TahirJazairi.KafiFiLugha.Hindawi69259172	linguistics	69259172	الكافي في اللغة	70951583	طاهر الجزائري	None	None	None	None	None
1339MuhammadDiyab.TarikhAdabLughaCarabiyya.Hindawi79072819	linguistics :: literature	79072819	تاريخ آداب اللغة العربية	60261920	محمد دياب	None	None	None	None	None
1339MuhammadTaymur.CabdSattarAffandi.Hindawi83591793	plays	83591793	عبد الستار أفندي: كوميديا مصرية أخلاقية ذات أربعة فصول	40461618	محمد تيمور	None	None	None	None	None
1339MuhammadTaymur.CusfurFiQafas.Hindawi14948082	plays	14948082	العصفور في القفص: كوميدي مصرية ذات أربعة فصول	40461618	محمد تيمور	None	None	None	None	None
1339MuhammadTaymur.Diwan.Hindawi64273975	poetry	64273975	ديوان تيمور	40461618	محمد تيمور	None	None	None	None	None
1339MuhammadTaymur.MaTarahuCuyun.Hindawi14959242	literature	14959242	ما تراه العيون: قطع قصصية مصرية	40461618	محمد تيمور	None	None	None	None	None
1339WaliDinYakin.MaclumWaMajhul.Hindawi15062075	history	15062075	المعلوم والمجهول	96170848	ولي الدين يكن	None	None	None	None	None
1339WaliDinYakin.SahaifSud.Hindawi25394939	literature	25394939	الصحائف السود	96170848	ولي الدين يكن	None	None	None	None	None
1339WaliDinYakin.Tajarib.Hindawi49472024	literature	49472024	التجاريب: وهي مجموعة مقالات اجتماعية	96170848	ولي الدين يكن	None	None	None	None	None
1340FarahAntun.DinWaCilmWaMal.Hindawi70246068	novels	70246068	الدِّينُ والعِلمُ والمال	62629517	فرح أنطون	None	None	None	None	None
1340FarahAntun.FalsafatIbnRushd.Hindawi13939717	philosophy	13939717	فَلسَفَةُ ابنِ رُشْد	62629517	فرح أنطون	None	None	None	None	None
1340FarahAntun.IbnShacb.Hindawi15917424	plays	15917424	ابن الشعب	62629517	فرح أنطون	None	None	None	None	None
1340FarahAntun.UrashalimJadida.Hindawi73918028	novels	73918028	أورشليم الجديدة	62629517	فرح أنطون	None	None	None	None	None
1340FarahAntun.WahshWahshWahsh.Hindawi36950604	novels	36950604	الوحش . الوحش . الوحش	62629517	فرح أنطون	None	None	None	None	None
1340NaccumShuqayr.TarikhSinaWaCarab.Hindawi91480429	history	91480429	تاريخ سينا والعرب	80685181	نعوم شقير	None	None	None	None	None
1341CabdMasihAntaki.DurarHisanFiCarabistan.Hindawi25395952	history	25395952	الدرر الحسان في إمارة عربستان: وترجمة مولانا صاحب العظمة سردار أرفع معز السلطنة الشيخ «خزعل خان» أمير المحمرة وحاكمها ورئيس قبائلها	19502968	عبد المسيح أنطاكي	None	None	None	None	None
1341IdwarIlyas.MashahidMamalik.Hindawi61386419	history	61386419	مشاهد الممالك	29375964	إدوار إلياس	None	None	None	None	None
1341IsmacilSabri.Diwan.Hindawi83084604	poetry	83084604	ديوان إسماعيل صبري	75918203	إسماعيل صبري	None	None	None	None	None
1342CabdHayyHasani.ThaqafaIslamiyyFiHind.Hindawi70930825	history	70930825	الثقافة الإسلامية في الهند	48649709	عبد الحي الحسني	None	None	None	None	None
1342CafifaKaram.BadicaWaFuad.Hindawi59138396	novels	59138396	بديعة وفؤاد	26029280	عفيفة كرم	None	None	None	None	None
1342CaliBahjat.TaclimCamm.Hindawi47946040	social.sciences	47946040	القول التام في التعليم العام	25020274	يعقوب آرتين	None	None	31396964	علي بهجت	1337YacqubArtin (TRANSL)
1342MustafaLutfiManfaluti.Cabarat.Hindawi29373683	novels	29373683	العبرات	93803841	مصطفى لطفي المنفلوطي	None	None	None	None	None
1342MustafaLutfiManfaluti.Fadila.Hindawi24684962	novels	24684962	الفضيلة	93803841	مصطفى لطفي المنفلوطي	None	None	None	None	None
1342MustafaLutfiManfaluti.FiSabilTaj.Hindawi85247571	novels	85247571	في سبيل التاج	93803841	مصطفى لطفي المنفلوطي	None	None	None	None	None
1342MustafaLutfiManfaluti.Majdulin.Hindawi74280904	novels	74280904	ماجدولين	93803841	مصطفى لطفي المنفلوطي	None	None	None	None	None
1342MustafaLutfiManfaluti.Nazarat.Hindawi94061468	literature	94061468	النظرات	93803841	مصطفى لطفي المنفلوطي	None	None	None	None	None
1342MustafaLutfiManfaluti.Shacir.Hindawi27916469	novels	27916469	الشاعر	93803841	مصطفى لطفي المنفلوطي	None	None	None	None	None
1342TawfiqCazuz.TarikhUmmaQibtiyya.Hindawi62094931	history	62094931	الهدية التوفيقية في تاريخ الأمة القبطية	71403904	توفيق عزوز	None	None	None	None	None
1342TawfiqCazuz.WahshDari.Hindawi38184164	novels	38184164	الوحش الضاري	71403904	توفيق عزوز	None	None	None	None	None
1343RafiqCazm.BayanFiTamaddun.Hindawi97053705	history	97053705	البيان في التمدن وأسباب العمران	19617485	رفيق العظم	None	None	None	None	None
1343RafiqCazm.JamicaIslamiyyaWaUrubba.Hindawi81525308	history	81525308	الجامعة الإسلامية وأوربا	19617485	رفيق العظم	None	None	None	None	None
1343RafiqCazm.RisalaFiBayanKayfiyyatIntisharAdyan.Hindawi95927048	history	95927048	رسالة في بيان كيفية انتشار الأديان	19617485	رفيق العظم	None	None	None	None	None
1343RashidBak.SiyahaFiRusiya.Hindawi40206035	travel.literature	40206035	سياحة في الروسيا	90862936	رشاد بك	None	None	None	None	None
1343SulaymanBustani.DawlaCuthmaniyya.Hindawi94041470	history	94041470	الدولة العثمانية قبل الدستور وبعده	82085825	سليمان البستاني	None	None	None	None	None
1343SulaymanBustani.Iliadha.Hindawi85205353	poetry	85205353	الإلياذة	19291904	هوميروس	None	None	82085825	سليمان البستاني	0001Homeros.Iliad (TRANSL)
1343YusufBustani.AmthalSharqWaGharb.Hindawi48020527	literature	48020527	أمثال الشرق والغرب	39030463	يوسف البستاني	None	None	None	None	None
1343YusufBustani.NasrAczam.Hindawi36305860	history	36305860	النسر الأعظم	39030463	يوسف البستاني	None	None	None	None	None
1343YusufBustani.NawadirHarbCuzma.Hindawi79183807	history	79183807	نوادر الحرب العظمى	39030463	يوسف البستاني	None	None	None	None	None
1343YusufBustani.TarikhHarbBalqanUla.Hindawi15395746	history	15395746	تاريخ حرب البلقان الأولى:  بين الدولة العلية والاتحاد البلقاني المؤلف من البلغار والصرب واليونان والجبل الأسود	39030463	يوسف البستاني	None	None	None	None	None
1344IliyasCabduhQudsi.NubdhaTarikhiyya.Hindawi97029505	history	97029505	نبذة تاريخية في الحِرَف الدمشقية	49136394	إلياس عبده قدسي	None	None	None	None	None
1344SalimSarkis.GharaibMaktubji.Hindawi25194053	literature	25194053	غرائب المكتوبجي	50796841	سليم سركيس	None	None	None	None	None
1344TaniyusCabduh.DameDeMonsoreau.Hindawi46909507	novels	46909507	لا دام دي مونسورو	26064860	ألكسندر ديماس	None	None	69739264	طانيوس عبده	1287AlexandreDumas.DameDeMonsoreau (TRANSL)
1344TaniyusCabduh.MalikNawar.Hindawi46425061	literature	46425061	ملك النَّوَر	80839092	ميشيل زيفاكو	None	None	69739264	طانيوس عبده	1318MichelZevaco (TRANSL)
1344TaniyusCabduh.MutanakkiraHasna.Hindawi63846382	novels	63846382	المتنكرة الحسناء	82971647	جول ماري	None	None	69739264	طانيوس عبده	1340JulesMary.BelleTenebreuse (TRANSL)
1344TaniyusCabduh.Rocambole01.Hindawi25791397	novels	25791397	الإرث الخفي: روكامبول (الجزء الأول)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole01.Hindawi27380519	novels	27380519	ربيبة الدير: أم روكامبول (الجزء الأول)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole02.Hindawi46362904	novels	46362904	التوبة الكاذبة: روكامبول (الجزء الثاني)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole03.Hindawi62753940	novels	62753940	الغادة الإسبانية: روكامبول (الجزء الثالث)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole04.Hindawi57158406	novels	57158406	انتقام باكارا: روكامبول (الجزء الرابع)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole05.Hindawi84919616	novels	84919616	سجن طولون: روكامبول (الجزء الخامس)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole06.Hindawi72979479	novels	72979479	روكامبول في سيبريا: روكامبول (الجزء السادس)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole07.Hindawi80940860	novels	80940860	العاشقة الروسية: روكامبول (الجزء السابع)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole08.Hindawi57370939	novels	57370939	ضحايا الهند: روكامبول (الجزء الثامن)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole09.Hindawi73904174	novels	73904174	ملايين النورية: روكامبول (الجزء التاسع)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole10.Hindawi69151868	novels	69151868	البستانية الحسناء: روكامبول (الجزء العاشر)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
1344TaniyusCabduh.Rocambole11.Hindawi71904803	novels	71904803	كنوز الهند: روكامبول (الجزء الحادي عشر)	93704168	بونسون دو ترايل	None	None	69739264	طانيوس عبده	1287PonsonDuTerrail.Rocambole (TRANSL)
